[2024-05-12 08:40:57] Options: Namespace(dataset='sp', learning_rate=0.0001, tasks_per_batch=8, checkpoint_dir='checkpoint', test_model_path=None, training_iterations=20010, resume_from_checkpoint=False, way=5, shot=5, query_per_class=2, query_per_class_test=1, test_iters=[10000, 20000], num_test_tasks=10000, print_freq=8, seq_len=12, num_workers=4, method='resnet18', trans_linear_out_dim=1152, opt='sgd', trans_dropout=0.1, save_freq=10000, img_size=224, temp_set=[2, 3], scratch='', num_gpus=1, debug_loader=False, split=4, sch=[1000000], trans_linear_in_dim=512, traintestlist='video_datasets/splits/surgicalphasev1TrainTestlist', path='video_datasets/data/surgicalphasev1_Xx256')

[2024-05-12 08:40:57] Checkpoint Directory: checkpoint

[2024-05-12 08:41:12] Task [8/20010], Train Loss: 1.8726923, Train Accuracy: 0.7428572, Used Classes: [('GR_Idle',), ('GR_Bladder_neck_reconstruction',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-05-12 08:41:24] Task [16/20010], Train Loss: 2.6611571, Train Accuracy: 0.7000000, Used Classes: [('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_General_preparation_and_orientation_in_the_abdomen',)]
[2024-05-12 08:41:36] Task [24/20010], Train Loss: 5.5270686, Train Accuracy: 0.6125000, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Creation_of_stoma',), ('HC_General_preparation_and_orientation_in_the_abdomen',)]
[2024-05-12 08:41:48] Task [32/20010], Train Loss: 2.8130906, Train Accuracy: 0.6500000, Used Classes: [('CA_Viscous_agent_injection',), ('CA_Incision',), ('CA_Irrigation_and_aspiration',), ('CA_Tonifying_and_antibiotics',), ('CA_Hydrodissection',)]
[2024-05-12 08:42:00] Task [40/20010], Train Loss: 3.0706577, Train Accuracy: 0.7250000, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',), ('LH_Washing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-12 08:42:12] Task [48/20010], Train Loss: 3.0226393, Train Accuracy: 0.6875000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-12 08:42:24] Task [56/20010], Train Loss: 4.3495426, Train Accuracy: 0.5375000, Used Classes: [('LH_Suturing',), ('LH_Washing',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-12 08:42:36] Task [64/20010], Train Loss: 3.2702501, Train Accuracy: 0.6125000, Used Classes: [('GR_Bladder_neck_identification_and_transection',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',)]
[2024-05-12 08:42:48] Task [72/20010], Train Loss: 2.4607613, Train Accuracy: 0.6875001, Used Classes: [('CA_Rhexis',), ('CA_Irrigation_and_aspiration',), ('CA_Tonifying_and_antibiotics',), ('CA_Hydrodissection',), ('CA_Incision',)]
[2024-05-12 08:43:00] Task [80/20010], Train Loss: 2.2958794, Train Accuracy: 0.6750000, Used Classes: [('GR_Bladder_neck_identification_and_transection',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Prostatic_pedicle_control',), ('GR_Seminal_vesicle_dissection',)]
[2024-05-12 08:43:12] Task [88/20010], Train Loss: 3.8698514, Train Accuracy: 0.6250000, Used Classes: [('LH_Specimen_Removal',), ('LH_Washing',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-12 08:43:24] Task [96/20010], Train Loss: 4.2034020, Train Accuracy: 0.5875000, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',), ('LH_Transecting_the_Vagina',), ('LH_Suturing',)]
[2024-05-12 08:43:36] Task [104/20010], Train Loss: 1.4296615, Train Accuracy: 0.7500000, Used Classes: [('LH_Preparation',), ('LH_Suturing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',), ('LH_Specimen_Removal',)]
[2024-05-12 08:43:48] Task [112/20010], Train Loss: 4.7412329, Train Accuracy: 0.6375000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Specimen_Removal',), ('LH_Washing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',)]
[2024-05-12 08:44:00] Task [120/20010], Train Loss: 4.1056299, Train Accuracy: 0.5375000, Used Classes: [('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_removal',), ('CA_Viscous_agent_injection',), ('CA_Incision',), ('CA_Hydrodissection',)]
[2024-05-12 08:44:12] Task [128/20010], Train Loss: 2.3649056, Train Accuracy: 0.6250000, Used Classes: [('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Prostatic_pedicle_control',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Bladder_neck_reconstruction',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-05-12 08:44:24] Task [136/20010], Train Loss: 1.6282759, Train Accuracy: 0.7375000, Used Classes: [('GR_Bladder_neck_identification_and_transection',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',)]
[2024-05-12 08:44:36] Task [144/20010], Train Loss: 1.7425209, Train Accuracy: 0.7250000, Used Classes: [('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Creation_of_stoma',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Exception',), ('HC_Finalization_of_operation',)]
[2024-05-12 08:44:48] Task [152/20010], Train Loss: 2.9359438, Train Accuracy: 0.6874999, Used Classes: [('GR_Seminal_vesicle_dissection',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-05-12 08:45:00] Task [160/20010], Train Loss: 1.6549950, Train Accuracy: 0.7875000, Used Classes: [('CA_Incision',), ('CA_Viscous_agent_injection',), ('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_removal',), ('CA_Hydrodissection',)]
[2024-05-12 08:45:12] Task [168/20010], Train Loss: 2.2628706, Train Accuracy: 0.7125000, Used Classes: [('LH_Specimen_Removal',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-12 08:45:23] Task [176/20010], Train Loss: 1.5358799, Train Accuracy: 0.7250000, Used Classes: [('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Creation_of_stoma',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Exception',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',)]
[2024-05-12 08:45:36] Task [184/20010], Train Loss: 2.8964026, Train Accuracy: 0.5750000, Used Classes: [('CA_Capsule_Polishing',), ('CA_Tonifying_and_antibiotics',), ('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_removal',), ('CA_Phacoemulsificiation',)]
[2024-05-12 08:45:48] Task [192/20010], Train Loss: 2.1722059, Train Accuracy: 0.6750000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Exception',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_transverse_colon',)]
[2024-05-12 08:46:00] Task [200/20010], Train Loss: 1.6569941, Train Accuracy: 0.7125000, Used Classes: [('LH_Suturing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Specimen_Removal',)]
[2024-05-12 08:46:12] Task [208/20010], Train Loss: 2.6693668, Train Accuracy: 0.6375000, Used Classes: [('CA_Capsule_Polishing',), ('CA_Viscous_agent_removal',), ('CA_Hydrodissection',), ('CA_Incision',), ('CA_Rhexis',)]
[2024-05-12 08:46:24] Task [216/20010], Train Loss: 2.1114058, Train Accuracy: 0.6750000, Used Classes: [('HC_Mobilization_of_splenic_flexure',), ('HC_Mobilization_of_ascending_colon',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Finalization_of_operation',)]
[2024-05-12 08:46:36] Task [224/20010], Train Loss: 2.2552042, Train Accuracy: 0.7375001, Used Classes: [('CA_Viscous_agent_removal',), ('CA_Irrigation_and_aspiration',), ('CA_Rhexis',), ('CA_Hydrodissection',), ('CA_Lens_implant_setting-up',)]
[2024-05-12 08:46:48] Task [232/20010], Train Loss: 2.3554997, Train Accuracy: 0.6249999, Used Classes: [('LH_Preparation',), ('LH_Suturing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-12 08:47:00] Task [240/20010], Train Loss: 2.3528628, Train Accuracy: 0.6625000, Used Classes: [('CA_Viscous_agent_injection',), ('CA_Tonifying_and_antibiotics',), ('CA_Phacoemulsificiation',), ('CA_Rhexis',), ('CA_Lens_implant_setting-up',)]
[2024-05-12 08:47:12] Task [248/20010], Train Loss: 1.5566893, Train Accuracy: 0.7500001, Used Classes: [('CA_Tonifying_and_antibiotics',), ('CA_Lens_implant_setting-up',), ('CA_Capsule_Polishing',), ('CA_Incision',), ('CA_Hydrodissection',)]
[2024-05-12 08:47:24] Task [256/20010], Train Loss: 2.0445709, Train Accuracy: 0.7125000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',)]
[2024-05-12 08:47:36] Task [264/20010], Train Loss: 3.4237609, Train Accuracy: 0.7250000, Used Classes: [('CA_Capsule_Polishing',), ('CA_Irrigation_and_aspiration',), ('CA_Hydrodissection',), ('CA_Phacoemulsificiation',), ('CA_Tonifying_and_antibiotics',)]
[2024-05-12 08:47:48] Task [272/20010], Train Loss: 1.4436532, Train Accuracy: 0.8000001, Used Classes: [('LH_Washing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Specimen_Removal',), ('LH_Transecting_the_Vagina',), ('LH_Suturing',)]
[2024-05-12 08:48:00] Task [280/20010], Train Loss: 1.3987426, Train Accuracy: 0.8000000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Tonifying_and_antibiotics',), ('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_removal',), ('CA_Rhexis',)]
[2024-05-12 08:48:12] Task [288/20010], Train Loss: 1.3139509, Train Accuracy: 0.7750000, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',), ('LH_Suturing',)]
[2024-05-12 08:48:24] Task [296/20010], Train Loss: 1.6869535, Train Accuracy: 0.6625000, Used Classes: [('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_General_preparation_and_orientation_in_the_abdomen',)]
[2024-05-12 08:48:36] Task [304/20010], Train Loss: 2.2384076, Train Accuracy: 0.6875000, Used Classes: [('HC_Dissection_and_resection_of_the_rectum',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Finalization_of_operation',), ('HC_Extra-abdominal_preparation_of_anastomosis',)]
[2024-05-12 08:48:48] Task [312/20010], Train Loss: 2.0103836, Train Accuracy: 0.6250000, Used Classes: [('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Transecting_the_Vagina',), ('LH_Suturing',), ('LH_Washing',)]
[2024-05-12 08:49:00] Task [320/20010], Train Loss: 1.6003140, Train Accuracy: 0.7250000, Used Classes: [('CA_Capsule_Polishing',), ('CA_Incision',), ('CA_Viscous_agent_injection',), ('CA_Phacoemulsificiation',), ('CA_Hydrodissection',)]
[2024-05-12 08:49:12] Task [328/20010], Train Loss: 1.6172323, Train Accuracy: 0.7875000, Used Classes: [('LH_Preparation',), ('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-12 08:49:24] Task [336/20010], Train Loss: 3.3690705, Train Accuracy: 0.6000000, Used Classes: [('LH_Preparation',), ('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Washing',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-12 08:49:36] Task [344/20010], Train Loss: 3.3758330, Train Accuracy: 0.6000000, Used Classes: [('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-12 08:49:48] Task [352/20010], Train Loss: 1.3004478, Train Accuracy: 0.7750000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Mobilization_of_splenic_flexure',)]
[2024-05-12 08:50:00] Task [360/20010], Train Loss: 3.0020840, Train Accuracy: 0.5625000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Washing',), ('LH_Preparation',)]
[2024-05-12 08:50:12] Task [368/20010], Train Loss: 2.1657724, Train Accuracy: 0.7375000, Used Classes: [('GR_Seminal_vesicle_dissection',), ('GR_Idle',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',)]
[2024-05-12 08:50:24] Task [376/20010], Train Loss: 3.4573607, Train Accuracy: 0.6625000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Specimen_Removal',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Transecting_the_Vagina',)]
[2024-05-12 08:50:36] Task [384/20010], Train Loss: 2.6508961, Train Accuracy: 0.6625000, Used Classes: [('GR_Developing_the_Space_of_Retzius',), ('GR_Prostatic_pedicle_control',), ('GR_Idle',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',)]
[2024-05-12 08:50:48] Task [392/20010], Train Loss: 1.6654693, Train Accuracy: 0.7000000, Used Classes: [('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',)]
[2024-05-12 08:51:00] Task [400/20010], Train Loss: 2.2105825, Train Accuracy: 0.6875001, Used Classes: [('LH_Suturing',), ('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',)]
[2024-05-12 08:51:12] Task [408/20010], Train Loss: 1.3037724, Train Accuracy: 0.8000000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Rhexis',), ('CA_Hydrodissection',), ('CA_Lens_implant_setting-up',), ('CA_Incision',)]
[2024-05-12 08:51:24] Task [416/20010], Train Loss: 1.1099021, Train Accuracy: 0.7625000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Transecting_the_Vagina',), ('LH_Washing',), ('LH_Preparation',), ('LH_Suturing',)]
[2024-05-12 08:51:36] Task [424/20010], Train Loss: 0.9485433, Train Accuracy: 0.7750000, Used Classes: [('GR_Prostatic_pedicle_control',), ('GR_Seminal_vesicle_dissection',), ('GR_Idle',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_identification_and_transection',)]
[2024-05-12 08:51:48] Task [432/20010], Train Loss: 2.5467138, Train Accuracy: 0.6500000, Used Classes: [('HC_Creation_of_stoma',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Dissection_and_resection_of_the_rectum',)]
[2024-05-12 08:52:00] Task [440/20010], Train Loss: 1.2139578, Train Accuracy: 0.7875000, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Preparation',)]
