[2024-05-13 07:56:42] Options: Namespace(dataset='sp', learning_rate=0.0001, tasks_per_batch=8, checkpoint_dir='checkpoint', test_model_path=None, training_iterations=20010, resume_from_checkpoint=False, way=5, shot=5, query_per_class=2, query_per_class_test=1, test_iters=[100, 1000, 5000, 10000, 20000], num_test_tasks=10000, print_freq=8, seq_len=12, num_workers=4, method='resnet18', trans_linear_out_dim=1152, opt='sgd', trans_dropout=0.1, save_freq=10000, img_size=224, temp_set=[2, 3], scratch='', num_gpus=1, debug_loader=False, split=4, sch=[1000000], trans_linear_in_dim=512, traintestlist='video_datasets/splits/surgicalphasev1TrainTestlist', path='video_datasets/data/surgicalphasev1_Xx256')

[2024-05-13 07:56:42] Checkpoint Directory: checkpoint

[2024-05-13 07:56:57] Task [8/20010], Train Loss: 6.1759667, Train Accuracy: 0.6285715, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Specimen_Removal',)]
[2024-05-13 07:57:09] Task [16/20010], Train Loss: 4.2762494, Train Accuracy: 0.6250000, Used Classes: [('CA_Viscous_agent_injection',), ('CA_Viscous_agent_removal',), ('CA_Capsule_Polishing',), ('CA_Rhexis',), ('CA_Tonifying_and_antibiotics',)]
[2024-05-13 07:57:21] Task [24/20010], Train Loss: 2.4478245, Train Accuracy: 0.6625000, Used Classes: [('LH_Suturing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Washing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Specimen_Removal',)]
[2024-05-13 07:57:33] Task [32/20010], Train Loss: 3.5778832, Train Accuracy: 0.6249999, Used Classes: [('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Extra-abdominal_preparation_of_anastomosis',)]
[2024-05-13 07:57:45] Task [40/20010], Train Loss: 4.5788636, Train Accuracy: 0.6375000, Used Classes: [('HC_Creation_of_stoma',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Finalization_of_operation',), ('HC_Dissection_and_resection_of_the_rectum',)]
[2024-05-13 07:57:57] Task [48/20010], Train Loss: 3.7062426, Train Accuracy: 0.6125000, Used Classes: [('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Prostatic_pedicle_control',), ('GR_Bladder_neck_reconstruction',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Seminal_vesicle_dissection',)]
[2024-05-13 07:58:09] Task [56/20010], Train Loss: 4.1538143, Train Accuracy: 0.5625000, Used Classes: [('HC_Mobilization_of_transverse_colon',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',)]
[2024-05-13 07:58:21] Task [64/20010], Train Loss: 2.8560400, Train Accuracy: 0.6625000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Hydrodissection',), ('CA_Lens_implant_setting-up',), ('CA_Rhexis',), ('CA_Viscous_agent_removal',)]
[2024-05-13 07:58:33] Task [72/20010], Train Loss: 3.2933407, Train Accuracy: 0.6000000, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Preparation',), ('LH_Washing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',)]
[2024-05-13 07:58:46] Task [80/20010], Train Loss: 2.5836773, Train Accuracy: 0.7000000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',), ('LH_Preparation',), ('LH_Specimen_Removal',)]
[2024-05-13 07:58:57] Task [88/20010], Train Loss: 3.6979861, Train Accuracy: 0.6750000, Used Classes: [('GR_Prostatic_pedicle_control',), ('GR_Bladder_neck_reconstruction',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',)]
[2024-05-13 07:59:09] Task [96/20010], Train Loss: 2.9798257, Train Accuracy: 0.7125000, Used Classes: [('CA_Rhexis',), ('CA_Viscous_agent_removal',), ('CA_Irrigation_and_aspiration',), ('CA_Hydrodissection',), ('CA_Capsule_Polishing',)]
[2024-05-13 08:50:42] Task [100/20010], Test Accuracy: 65.8520013, Test Confidence: 0.4103821
[2024-05-13 08:50:48] Task [104/20010], Train Loss: 4.9974327, Train Accuracy: 0.6500000, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Finalization_of_operation',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_splenic_flexure',), ('HC_Exception',)]
[2024-05-13 08:51:02] Task [112/20010], Train Loss: 2.2597973, Train Accuracy: 0.6374999, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Suturing',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',)]
[2024-05-13 08:51:14] Task [120/20010], Train Loss: 2.0460796, Train Accuracy: 0.6875000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_Exception',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',)]
[2024-05-13 08:51:27] Task [128/20010], Train Loss: 4.1488872, Train Accuracy: 0.6875000, Used Classes: [('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Prostatic_pedicle_control',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Idle',)]
[2024-05-13 08:51:39] Task [136/20010], Train Loss: 2.9378734, Train Accuracy: 0.7125000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_Creation_of_stoma',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Mobilization_of_splenic_flexure',)]
[2024-05-13 08:51:51] Task [144/20010], Train Loss: 3.1297972, Train Accuracy: 0.6375000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',), ('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',)]
[2024-05-13 08:52:03] Task [152/20010], Train Loss: 1.9871428, Train Accuracy: 0.7250000, Used Classes: [('CA_Lens_implant_setting-up',), ('CA_Viscous_agent_removal',), ('CA_Rhexis',), ('CA_Tonifying_and_antibiotics',), ('CA_Hydrodissection',)]
[2024-05-13 08:52:15] Task [160/20010], Train Loss: 2.6657205, Train Accuracy: 0.6500000, Used Classes: [('HC_Mobilization_of_ascending_colon',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Finalization_of_operation',)]
[2024-05-13 08:52:27] Task [168/20010], Train Loss: 0.8606652, Train Accuracy: 0.8500000, Used Classes: [('GR_Developing_the_Space_of_Retzius',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Seminal_vesicle_dissection',), ('GR_Bladder_neck_identification_and_transection',), ('GR_Prostatic_pedicle_control',)]
[2024-05-13 08:52:39] Task [176/20010], Train Loss: 1.4367578, Train Accuracy: 0.7750000, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',), ('LH_Washing',), ('LH_Transecting_the_Vagina',)]
[2024-05-13 08:52:51] Task [184/20010], Train Loss: 2.8500569, Train Accuracy: 0.6625000, Used Classes: [('LH_Specimen_Removal',), ('LH_Transecting_the_Vagina',), ('LH_Suturing',), ('LH_Washing',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-13 08:53:04] Task [192/20010], Train Loss: 3.0856714, Train Accuracy: 0.6375000, Used Classes: [('GR_Prostatic_pedicle_control',), ('GR_Seminal_vesicle_dissection',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-05-13 08:53:15] Task [200/20010], Train Loss: 3.2235112, Train Accuracy: 0.6125000, Used Classes: [('HC_Mobilization_of_splenic_flexure',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Mobilization_of_transverse_colon',), ('HC_Finalization_of_operation',), ('HC_General_preparation_and_orientation_in_the_abdomen',)]
[2024-05-13 08:53:27] Task [208/20010], Train Loss: 2.8808050, Train Accuracy: 0.6000000, Used Classes: [('LH_Specimen_Removal',), ('LH_Preparation',), ('LH_Suturing',), ('LH_Transecting_the_Vagina',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-13 08:53:39] Task [216/20010], Train Loss: 2.8957660, Train Accuracy: 0.6750000, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',)]
[2024-05-13 08:53:51] Task [224/20010], Train Loss: 1.8081690, Train Accuracy: 0.6500000, Used Classes: [('HC_Exception',), ('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Mobilization_of_transverse_colon',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Finalization_of_operation',)]
[2024-05-13 08:54:03] Task [232/20010], Train Loss: 2.4520237, Train Accuracy: 0.6250001, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Mobilization_of_ascending_colon',), ('HC_Dissection_of_lymph_nodes_and_blood_vessels_en_bloc',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',)]
[2024-05-13 08:54:16] Task [240/20010], Train Loss: 2.2206762, Train Accuracy: 0.7125000, Used Classes: [('HC_Finalization_of_operation',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Extra-abdominal_preparation_of_anastomosis',), ('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Mobilization_of_transverse_colon',)]
[2024-05-13 08:54:28] Task [248/20010], Train Loss: 4.2450252, Train Accuracy: 0.6375000, Used Classes: [('GR_Bladder_neck_identification_and_transection',), ('GR_Idle',), ('GR_Prostatic_pedicle_control',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-05-13 08:54:40] Task [256/20010], Train Loss: 3.0434151, Train Accuracy: 0.6625000, Used Classes: [('HC_Mobilization_of_sigmoid_colon_and_descending_colon',), ('HC_Creation_of_stoma',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Finalization_of_operation',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',)]
[2024-05-13 08:54:52] Task [264/20010], Train Loss: 1.9705117, Train Accuracy: 0.6875000, Used Classes: [('LH_Preparation',), ('LH_Transecting_the_Vagina',), ('LH_Washing',), ('LH_Specimen_Removal',), ('LH_Dividing_Ligament_and_Peritoneum',)]
[2024-05-13 08:55:04] Task [272/20010], Train Loss: 2.8561201, Train Accuracy: 0.6250000, Used Classes: [('LH_Transecting_the_Vagina',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Suturing',), ('LH_Washing',), ('LH_Preparation',)]
[2024-05-13 08:55:16] Task [280/20010], Train Loss: 2.5442562, Train Accuracy: 0.6875001, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Rhexis',), ('CA_Tonifying_and_antibiotics',), ('CA_Incision',), ('CA_Viscous_agent_removal',)]
[2024-05-13 08:55:28] Task [288/20010], Train Loss: 1.2976124, Train Accuracy: 0.7625000, Used Classes: [('HC_Finalization_of_operation',), ('HC_Dissection_and_resection_of_the_rectum',), ('HC_Retroperitoneal_preparation_towards_lower_pancreatic_border',), ('HC_Mobilization_of_ascending_colon',), ('HC_Retroperitoneal_preparation_of_duodenum_and_pancreatic_head',)]
[2024-05-13 08:55:40] Task [296/20010], Train Loss: 2.0597267, Train Accuracy: 0.6875001, Used Classes: [('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Specimen_Removal',), ('LH_Suturing',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',)]
[2024-05-13 08:55:52] Task [304/20010], Train Loss: 2.8618391, Train Accuracy: 0.6125000, Used Classes: [('LH_Suturing',), ('LH_Dividing_Ligament_and_Peritoneum',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Preparation',), ('LH_Transecting_the_Vagina',)]
[2024-05-13 08:56:05] Task [312/20010], Train Loss: 1.7465600, Train Accuracy: 0.7250000, Used Classes: [('GR_Prostatic_pedicle_control',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Developing_the_Space_of_Retzius',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-05-13 08:56:17] Task [320/20010], Train Loss: 1.9002000, Train Accuracy: 0.7750000, Used Classes: [('LH_Suturing',), ('LH_Washing',), ('LH_Transecting_the_Vagina',), ('LH_Specimen_Removal',), ('LH_Preparation',)]
[2024-05-13 08:56:29] Task [328/20010], Train Loss: 1.2287987, Train Accuracy: 0.8000000, Used Classes: [('CA_Capsule_Polishing',), ('CA_Viscous_agent_injection',), ('CA_Rhexis',), ('CA_Hydrodissection',), ('CA_Lens_implant_setting-up',)]
[2024-05-13 08:56:41] Task [336/20010], Train Loss: 1.7848668, Train Accuracy: 0.7500000, Used Classes: [('CA_Irrigation_and_aspiration',), ('CA_Rhexis',), ('CA_Incision',), ('CA_Phacoemulsificiation',), ('CA_Viscous_agent_removal',)]
[2024-05-13 08:56:53] Task [344/20010], Train Loss: 1.7659831, Train Accuracy: 0.7125001, Used Classes: [('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Washing',), ('LH_Preparation',), ('LH_Suturing',), ('LH_Specimen_Removal',)]
[2024-05-13 08:57:05] Task [352/20010], Train Loss: 3.0615282, Train Accuracy: 0.6750001, Used Classes: [('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Prostatic_pedicle_control',), ('GR_Right_pelvic_isolated_lymphadenectomy',)]
[2024-05-13 08:57:17] Task [360/20010], Train Loss: 3.9212589, Train Accuracy: 0.7000000, Used Classes: [('CA_Incision',), ('CA_Viscous_agent_injection',), ('CA_Rhexis',), ('CA_Hydrodissection',), ('CA_Capsule_Polishing',)]
[2024-05-13 08:57:29] Task [368/20010], Train Loss: 1.2377976, Train Accuracy: 0.8000001, Used Classes: [('GR_Bladder_neck_reconstruction',), ('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Left_pelvic_isolated_lymphadenectomy',)]
[2024-05-13 08:57:41] Task [376/20010], Train Loss: 1.8254255, Train Accuracy: 0.7750001, Used Classes: [('GR_Severing_of_the_prostate_from_the_urethra',), ('GR_Idle',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Bladder_neck_reconstruction',), ('GR_Seminal_vesicle_dissection',)]
[2024-05-13 08:57:52] Task [384/20010], Train Loss: 2.7050676, Train Accuracy: 0.6500000, Used Classes: [('HC_Intra-abdominal_preparation_of_anastomosis',), ('HC_Creation_of_stoma',), ('HC_Finalization_of_operation',), ('HC_General_preparation_and_orientation_in_the_abdomen',), ('HC_Extra-abdominal_preparation_of_anastomosis',)]
[2024-05-13 08:58:05] Task [392/20010], Train Loss: 2.1733723, Train Accuracy: 0.6875001, Used Classes: [('LH_Specimen_Removal',), ('LH_Dividing_Uterine_Vessels_and_Ligament',), ('LH_Transecting_the_Vagina',), ('LH_Preparation',), ('LH_Washing',)]
[2024-05-13 08:58:17] Task [400/20010], Train Loss: 1.4153624, Train Accuracy: 0.7250000, Used Classes: [('GR_Right_pelvic_isolated_lymphadenectomy',), ('GR_Development_of_the_plane_between_the_prostate_and_rectum',), ('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Severing_of_the_prostate_from_the_urethra',)]
[2024-05-13 08:58:29] Task [408/20010], Train Loss: 1.3502653, Train Accuracy: 0.7125000, Used Classes: [('GR_Left_pelvic_isolated_lymphadenectomy',), ('GR_Idle',), ('GR_Prostatic_pedicle_control',), ('GR_Ligation_of_the_deep_dorsal_venous_complex',), ('GR_Bladder_neck_identification_and_transection',)]
